"Time","Single run","secondYAxisValue",
1,4.32E-4
2,8.176E-4
3,7.277E-4
4,6.419E-4
5,8.603E-4
6,8.567E-4
7,0.0011238
8,0.0015547
9,0.0010696
10,0.0013947
