"Time","Single run","secondYAxisValue",
1,3.935E-4
2,4.149E-4
3,3.857E-4
4,4.132E-4
5,3.979E-4
6,3.999E-4
7,3.724E-4
8,3.637E-4
9,4.783E-4
10,3.894E-4
