"Time","Single run","secondYAxisValue",
1,2.068E-4
2,2.194E-4
3,2.274E-4
4,1.911E-4
5,2.763E-4
6,1.909E-4
7,1.995E-4
8,1.887E-4
9,2.001E-4
10,1.888E-4
