"Time","Multi run","secondYAxisValue",
1,0.0017059
2,8.283E-4
3,8.065E-4
4,7.193E-4
5,6.98E-4
6,9.74E-4
7,9.525E-4
8,6.794E-4
9,9.582E-4
10,7.949E-4
